"","RESPID","Q 1","Q 2","Q 3","Q 4","Q 5","Q 6","Q 7","Q 8","Q 9","Q 10","Q 11","Q 12","Q 13","Q 14","Q 15","Q 16","Q 17","Q 18","Q 19","Q 20","Q 21","Q 22","Q 23","Q 24","Q 25","Q 26","Q 27","Q 28","Q 29","Q 30","Q 31","Q 32","Q 33","Q 34","Q 35","Q 36","Q 37","Q 38","Q 39","Q 40","Q 41","Q 42","Q 43","Q 44","Q 45","Q 46","Q 47","Q 48","Q 49","Q 50","Q 51","Q 52","Q 53","Q 54","Q 55","Q 56","Q 57","Q 58","Q 59","Q 60","Q 61","Q 62","Q 63","Q 64","Q 65","Q 66","Q 67","Q 68","Q 69","Q 70","Q 71","Q 72","Q 73","Q 74","Q 75","Q 76","Q 77","Q 78","Q 79","Q 80","Q 81"
"2688",21441,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,3,3,3,4,0,0,4,2,2,20,3,4,4,3,1,3,4,3,3,3,100,1,13,1,1,1,28,2,4,3,3,2,2,3,4,3,3,3,4,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,0,0
"637",183,3,3,4,4,3,4,4,4,3,3,2,3,3,2,2,3,4,3,3,4,5,4,4,4,5,4,3,3,5,1,1,4,3,5,24,3,1,3,3,2,4,3,5,3,3,30,2,11,5,1,2,53,5,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,3,4,0,0
"1686",2170,4,3,4,4,4,4,4,4,4,2,1,2,4,4,4,3,2,4,5,4,5,4,2,5,4,4,4,4,5,1,1,4,4,2,24,1,5,4,4,3,2,3,5,3,5,40,2,16,1,5,4,39,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,1,0
"388",471755,5,2,2,4,4,4,4,4,2,2,2,2,3,4,4,3,4,3,3,2,4,4,2,4,4,4,3,2,4,1,1,5,4,5,18,5,1,3,2,4,4,2,4,2,3,20,1,12,3,1,4,21,2,4,3,2,2,2,4,4,3,2,4,3,3,2,4,2,4,4,4,3,4,4,4,3,2,4,3,0,1
"1182",228186,4,4,3,3,3,3,3,4,3,4,3,3,2,3,3,3,2,4,4,2,4,4,2,4,3,3,3,3,3,1,1,5,7,3,18,1,3,4,3,2,3,4,4,4,3,20,2,17,1,1,3,16,3,3,3,3,5,4,3,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,0,1
"2681",422194,2,2,3,4,3,4,4,4,4,3,3,5,2,2,3,5,2,4,4,2,3,3,4,3,5,5,4,5,2,1,1,3,4,2,20,3,3,2,3,2,3,3,3,3,4,10,1,10,1,1,1,4,2,2,2,2,4,4,2,3,2,2,5,2,5,1,1,3,1,5,5,1,5,1,1,2,2,3,3,0,0
"1963",230077,4,2,3,4,4,4,3,4,2,4,2,4,3,3,4,3,2,4,4,3,4,4,3,4,4,3,2,3,4,0,0,4,2,2,20,2,2,3,4,1,4,3,3,2,3,25,1,13,3,1,4,50,4,5,4,4,4,5,4,4,5,5,4,4,4,4,4,4,5,4,5,4,4,5,4,2,5,4,4,0,1
"1549",8283,5,4,4,4,1,5,5,4,4,4,5,1,5,5,5,4,5,5,5,4,5,5,5,4,5,5,2,4,5,0,0,4,1,3,20,2,3,4,4,3,3,3,4,3,4,10,1,10,5,1,1,43,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,0,0
"198",238917,5,2,5,5,4,5,3,5,3,4,2,1,4,4,4,5,4,5,5,3,5,5,5,5,4,4,4,4,5,3,1,5,11,6,17,1,5,5,3,4,1,4,4,5,2,21,1,18,1,1,3,39,5,1,5,3,5,4,3,5,5,3,5,2,2,2,3,4,3,4,4,5,3,5,4,2,3,3,2,1,1
"1461",226158,5,4,5,4,4,4,4,4,5,4,5,4,3,4,4,4,3,4,4,4,5,4,5,4,5,4,4,5,5,2,1,5,4,3,15,5,5,5,5,4,5,5,3,3,4,45,1,16,1,1,2,22,5,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,4,0,1
"2034",1674,4,2,4,4,3,5,4,5,4,1,5,3,3,4,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,1,1,5,2,2,16,5,5,5,5,3,4,4,4,4,4,30,1,13,1,1,1,5,5,4,4,2,5,5,3,4,5,2,5,1,1,2,3,2,1,4,3,4,5,5,5,5,4,3,4,0,0
"809",221247,4,3,3,4,4,4,3,3,3,3,4,3,3,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,4,1,1,4,3,4,21,1,5,4,3,3,5,3,5,4,4,15,2,16,1,1,2,10,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,0,1
"2775",228790,4,3,2,4,3,3,2,4,2,2,3,4,2,2,2,2,3,4,4,3,4,3,2,4,2,2,3,4,4,1,1,4,2,1,20,3,5,1,3,1,4,2,4,2,2,30,2,16,1,1,4,24,2,3,4,4,3,4,3,3,4,4,3,3,3,3,3,3,4,3,3,4,3,4,4,3,2,3,3,0,1
"28",15078,5,3,5,5,5,5,5,3,5,3,3,2,5,5,4,5,4,5,5,3,5,4,5,4,4,4,5,5,4,3,1,5,6,7,37,2,5,5,3,3,3,4,5,4,5,80,1,16,1,1,1,39,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,0,0
"2666",12281,4,5,4,3,5,4,4,4,5,3,4,5,4,5,4,3,5,4,4,5,4,4,5,5,4,3,5,5,4,1,1,4,5,2,30,3,3,3,3,2,3,3,3,3,3,30,2,13,1,2,1,5,4,4,4,4,4,5,5,5,4,4,5,4,5,5,4,5,5,5,3,3,5,4,3,4,3,3,3,0,0
"1410",480148,3,2,2,4,4,4,3,3,2,3,4,3,2,3,3,3,3,4,4,2,4,4,3,4,3,2,2,3,4,1,1,3,2,3,17,2,2,5,3,2,5,3,2,3,2,30,1,13,1,5,4,50,4,3,4,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,0
"1794",489439,5,5,1,5,3,5,3,5,1,3,5,5,1,1,1,1,1,5,5,2,5,5,1,3,5,1,3,1,2,1,1,1,1,2,14,2,3,5,3,3,5,5,2,1,1,10,2,12,1,6,4,84,3,3,3,4,5,3,3,3,5,3,3,2,5,2,3,3,3,2,2,4,3,5,5,3,3,3,3,1,1
"2769",470381,4,2,3,4,4,4,4,4,1,5,4,4,3,4,4,3,3,4,4,4,4,4,2,4,3,2,3,3,4,1,1,4,6,1,12,2,4,4,3,1,3,2,3,2,3,30,1,15,1,6,3,5,1,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,5,3,0,1
"447",470422,5,2,4,5,3,5,5,4,2,5,2,3,2,2,3,2,2,5,5,4,5,5,4,5,3,2,4,4,5,1,1,3,2,5,25,1,4,4,3,1,3,4,4,2,3,20,2,13,1,1,1,15,2,3,4,3,4,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1
"811",228202,4,4,2,5,3,4,3,4,3,4,4,4,3,2,2,2,2,4,4,3,5,4,2,4,3,4,3,2,4,1,1,2,2,4,18,1,4,4,3,1,1,4,3,4,3,20,1,13,1,1,2,3,4,3,3,3,3,3,3,3,4,5,3,4,5,3,4,4,4,3,4,4,4,4,4,2,3,3,3,0,1
"2228",235473,5,3,1,4,3,5,4,5,1,3,5,3,3,2,3,4,4,5,5,4,5,5,5,5,5,3,3,5,4,1,1,5,5,2,26,3,4,3,5,3,5,2,3,1,2,60,1,17,1,2,3,1,5,5,5,5,5,5,5,5,4,5,3,5,3,5,3,4,5,5,5,4,5,5,5,3,3,5,3,1,1
"1297",239428,5,2,3,5,4,4,4,3,3,3,1,2,3,4,4,1,1,4,4,1,5,4,3,4,3,3,3,2,4,1,1,4,3,3,19,1,5,1,3,1,1,2,5,3,4,50,2,19,1,5,4,3,4,3,4,3,3,3,4,4,4,4,5,4,3,4,4,4,3,4,4,5,4,4,4,4,4,5,3,0,0
"2542",220364,4,3,4,4,3,4,4,4,2,4,4,3,2,2,4,2,2,4,4,3,5,4,4,3,3,2,2,2,4,1,1,4,2,2,16,5,2,1,3,1,5,1,2,1,1,90,1,15,3,5,4,84,1,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,2,2,0,0
"1898",221686,3,3,3,4,4,4,4,2,3,3,3,2,3,2,4,2,2,4,4,4,4,4,2,4,3,2,3,3,4,1,1,2,2,2,20,2,5,4,5,3,2,4,5,1,4,45,2,16,1,5,4,84,2,3,1,2,1,3,1,2,2,4,3,4,2,3,2,3,1,1,1,4,4,3,2,2,2,2,4,0,0
"1502",7440,5,4,5,4,5,4,4,3,4,3,3,4,5,4,4,3,5,4,5,4,3,4,3,4,4,4,5,5,3,1,1,5,7,3,25,4,4,3,5,2,3,5,4,4,5,3,2,16,1,1,1,13,4,3,4,4,5,5,3,4,5,2,4,5,5,4,4,4,4,4,3,3,4,5,5,5,4,5,5,0,0
"1275",11083,4,2,5,5,4,5,5,4,4,1,5,1,1,2,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,2,1,5,5,3,30,2,1,5,4,3,5,3,5,4,5,20,1,11,5,1,2,14,1,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,1,0
"1694",483060,4,2,4,4,3,4,4,2,4,3,4,2,2,2,4,4,4,4,5,3,4,5,4,4,4,3,4,4,4,1,1,1,4,2,25,1,5,5,3,2,2,3,5,4,4,10,2,16,3,2,2,9,4,4,4,3,3,3,3,4,3,4,4,4,4,4,3,3,4,2,4,4,4,4,4,3,4,3,3,0,0
"2745",232166,4,2,3,4,2,4,3,3,2,5,4,2,3,3,3,3,3,4,4,3,5,4,5,4,3,3,4,3,4,2,1,5,8,1,22,1,5,5,4,2,5,4,5,4,5,30,2,19,1,1,3,10,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,3,0,1
"1203",1283,5,3,2,4,3,4,5,3,4,5,1,2,3,4,2,1,4,4,5,4,4,5,1,5,5,3,2,2,3,3,1,5,5,3,24,5,2,3,4,3,5,3,5,5,2,85,1,12,1,1,2,8,2,2,1,2,4,1,5,3,1,5,5,3,5,3,5,5,2,3,2,2,4,1,1,5,2,3,5,0,0
"1821",470069,5,5,4,4,3,4,4,4,3,4,3,4,3,3,3,2,3,4,4,3,3,4,3,4,4,3,3,4,4,0,0,4,1,2,16,4,2,3,3,2,4,3,4,3,3,30,1,15,3,1,4,16,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3,0,1
"2499",5047,5,2,2,3,2,4,3,4,1,4,5,4,1,3,3,1,2,4,5,1,4,4,3,3,3,2,2,3,4,2,1,4,2,2,26,1,5,1,1,2,5,3,5,2,2,30,2,15,1,1,3,52,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0
"2529",484002,2,3,2,3,3,4,3,4,3,4,2,3,2,2,2,4,2,4,4,2,4,4,3,4,4,2,2,2,4,1,1,4,11,2,28,2,3,3,3,1,1,3,3,3,3,12,1,12,3,2,3,5,4,3,4,3,4,3,3,4,4,3,4,2,3,3,3,3,4,2,4,4,2,4,2,3,3,4,2,0,0
"666",2651,3,3,3,2,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,1,1,4,6,5,5,3,3,2,2,2,3,2,4,2,2,1,1,15,5,1,2,2,1,1,1,1,1,1,1,1,1,1,5,2,3,3,2,5,2,2,2,2,3,3,2,2,3,2,2,0,0
"1652",15748,4,1,4,4,4,4,5,4,4,2,3,4,4,4,4,2,4,5,5,4,5,4,3,3,4,3,4,4,4,1,1,5,2,2,10,2,4,2,2,1,2,4,4,4,4,6,2,10,1,7,2,54,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,5,5,5,5,4,5,5,5,3,5,5,4,1,0
"2243",221096,4,3,2,4,3,3,3,4,2,4,4,3,3,3,3,3,3,4,4,3,5,4,4,4,4,2,3,3,3,1,1,4,11,2,21,2,3,5,3,3,5,2,2,2,2,25,1,17,1,1,4,41,4,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,0,1
"383",238104,4,3,4,5,5,4,4,4,4,3,4,2,5,5,5,4,4,4,4,3,4,4,4,4,4,4,2,3,4,2,1,5,3,5,19,4,5,4,4,3,4,4,2,4,3,50,1,19,6,5,4,14,3,3,3,4,3,4,3,4,5,4,3,3,3,4,4,3,4,3,3,4,4,4,4,3,3,4,3,0,1
"384",226305,5,2,3,5,4,5,4,5,4,4,4,2,3,3,4,4,3,4,5,4,5,5,4,5,4,4,5,4,4,1,1,5,4,5,24,3,5,5,4,3,3,2,4,4,4,35,2,19,1,5,3,16,5,3,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,5,4,4,4,4,2,3,4,3,0,1
"429",1943,5,3,4,4,4,4,5,3,4,3,3,3,4,4,4,4,3,5,4,3,4,4,4,4,4,4,4,4,4,2,1,4,5,5,18,2,4,3,2,3,5,4,3,3,3,75,2,16,1,2,2,45,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,0,0
"1493",7219,5,5,5,4,5,4,4,5,5,4,4,5,5,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,1,1,4,3,3,25,2,4,4,5,4,3,4,5,3,4,45,1,19,1,1,4,19,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0
"948",3704,5,4,4,5,5,5,4,3,4,5,5,4,4,5,4,5,4,3,5,5,4,5,4,4,4,4,3,4,5,0,0,4,4,4,20,2,1,1,4,1,4,4,4,4,4,1,1,10,1,1,2,36,4,5,5,5,5,4,5,4,4,2,5,2,4,4,4,4,4,4,5,5,5,4,5,4,4,5,4,1,0
"1714",422583,3,2,2,4,1,5,3,5,1,5,5,3,1,3,2,1,1,4,5,1,5,1,1,4,4,1,1,1,1,1,1,1,2,2,20,1,5,2,2,3,4,1,5,2,2,2,2,16,1,1,4,10,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,3,5,5,0,1
"271",422657,4,5,4,4,5,5,4,4,4,4,5,4,4,4,5,4,4,5,4,4,5,5,4,4,4,5,4,5,5,1,1,5,4,6,23,3,4,5,4,3,4,4,3,4,5,60,2,11,1,1,2,20,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,4,1,4,4,4,1,1
"479",20193,4,2,3,4,3,5,4,4,2,4,3,2,2,3,3,1,2,4,5,2,5,4,3,5,4,2,2,2,5,2,1,4,3,5,30,1,5,5,4,3,5,4,4,4,4,60,2,12,1,1,2,1,5,3,3,4,4,3,4,4,4,3,5,3,3,3,4,3,4,4,4,4,4,5,4,3,3,3,3,0,0
"421",14879,4,2,3,4,4,4,5,3,3,2,4,2,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,0,0,4,4,5,24,3,5,5,4,3,3,3,4,4,4,100,1,14,3,5,4,50,5,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,5,5,4,4,4,4,4,2,4,4,4,0,0
"2707",473701,5,3,4,4,3,4,5,3,3,3,1,4,3,3,4,4,2,5,5,3,5,4,5,5,5,2,4,3,5,1,1,4,2,1,20,4,5,5,3,2,5,3,4,1,4,90,2,14,6,1,4,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,1
"1867",12876,5,3,3,4,4,5,4,5,2,5,2,3,2,3,2,2,1,4,5,5,4,4,4,5,3,2,4,3,4,0,0,4,3,2,18,1,5,5,4,2,4,4,3,4,4,24,2,11,1,2,1,50,4,3,3,4,5,4,3,3,2,4,4,4,5,5,4,4,4,5,4,5,4,4,5,4,5,5,4,0,0
"798",9927,3,3,3,4,3,4,4,4,3,3,2,4,3,3,3,3,3,4,4,3,3,4,4,3,4,3,4,4,4,0,0,4,4,4,18,1,4,4,4,2,4,4,4,4,4,20,2,11,1,7,1,14,4,3,3,3,3,3,3,3,4,2,2,2,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,0,0
"812",235060,4,3,3,4,4,5,5,3,4,3,4,1,3,5,4,4,4,5,5,4,5,5,4,5,5,3,5,5,5,1,1,4,7,4,39,1,5,5,4,4,1,5,5,2,5,300,2,17,1,1,3,37,2,3,3,4,3,4,3,3,3,4,5,3,3,3,4,3,3,4,4,4,4,3,3,4,3,3,3,1,1
"2792",233209,3,2,2,4,3,4,3,3,3,3,2,4,2,3,3,2,3,3,3,3,3,3,3,3,3,1,2,3,4,1,1,2,2,1,19,3,3,4,1,2,2,3,4,3,2,20,1,10,1,5,4,36,4,3,4,4,4,3,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,0,0
"543",10037,4,2,1,3,2,4,3,4,1,4,4,3,3,3,3,1,2,4,4,3,4,4,3,4,3,2,3,2,3,0,0,4,1,5,6,1,4,5,4,2,3,4,4,3,5,20,2,10,1,7,1,10,4,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,0,0
"2533",11357,4,3,3,4,4,5,4,5,3,3,5,4,1,2,3,3,3,5,5,4,5,5,5,5,5,2,3,3,5,1,1,4,3,2,19,1,5,2,3,2,5,2,3,3,2,20,1,12,1,6,3,50,5,3,5,2,3,2,3,5,4,2,2,2,1,2,3,1,1,3,3,4,2,2,5,2,3,3,2,0,0
"1363",225792,5,3,3,4,4,5,3,3,3,3,4,3,3,3,3,3,4,5,5,4,3,5,4,4,4,3,3,5,5,1,1,5,11,3,60,3,1,4,2,1,3,3,5,4,1,24,1,16,1,1,1,44,4,4,4,4,4,3,4,4,3,4,3,3,3,5,3,5,3,3,5,3,3,3,5,3,3,3,3,1,1
"612",5485,4,5,4,3,3,3,4,5,4,3,2,5,3,1,2,5,4,1,1,4,2,3,2,4,5,2,5,4,2,5,1,4,2,5,6,1,4,3,2,2,2,4,1,3,3,1,1,1,5,7,1,21,3,2,1,3,1,1,4,5,4,3,4,4,3,1,2,4,5,5,2,3,1,4,4,1,2,3,5,0,0
"1102",487515,4,3,4,5,5,5,4,4,3,4,1,2,4,4,4,3,3,4,5,3,4,4,5,5,4,3,3,4,4,1,1,5,2,3,17,1,5,5,5,2,5,5,5,5,5,30,1,13,1,1,2,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
"1088",9907,5,1,3,5,5,4,4,2,1,2,4,1,5,5,5,3,3,4,4,4,5,5,5,5,5,3,4,5,5,2,1,4,11,3,52,3,3,3,3,3,3,3,3,3,5,120,1,16,1,5,3,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,0,0
"830",229326,5,4,2,4,2,4,3,3,4,3,2,2,3,3,4,3,3,4,4,3,5,4,2,4,4,4,2,3,4,2,1,4,4,4,20,3,4,4,4,3,2,3,4,4,4,75,2,16,4,2,3,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"57",470670,4,1,3,4,4,5,5,5,3,2,5,1,3,3,4,4,4,5,5,4,5,4,5,5,4,4,4,5,4,1,1,4,4,6,20,1,5,3,3,3,5,4,3,3,3,30,2,13,1,1,1,3,5,5,3,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,0,1
"1482",223060,4,2,2,3,2,2,2,4,2,3,2,2,3,2,3,3,2,3,4,2,2,2,2,2,2,2,2,2,4,1,1,4,3,3,22,2,5,1,4,3,4,3,3,2,3,40,2,15,1,1,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,0,1
"706",1926,5,2,2,3,5,4,4,3,3,3,3,2,5,3,4,5,4,5,5,4,5,4,3,5,4,3,4,4,3,1,1,5,7,4,39,2,4,3,3,2,2,3,2,4,3,30,1,17,5,1,1,9,3,4,3,4,3,4,3,3,3,4,2,3,3,3,3,2,3,3,3,3,2,4,4,3,3,3,5,0,0
"2572",422260,4,4,3,2,4,3,4,3,3,4,3,3,3,4,4,3,4,3,4,5,4,3,3,4,4,4,5,4,4,1,1,3,2,2,20,4,4,3,4,2,3,4,4,4,4,20,2,1,1,4,1,13,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,4,3,4,4,4,0,1
"2151",477565,5,3,1,4,3,3,4,4,1,5,3,3,3,3,5,4,3,5,4,3,5,5,3,3,3,1,5,4,5,1,1,4,6,2,8,2,5,5,3,3,3,4,4,2,2,60,2,13,1,1,3,22,3,3,3,3,5,5,5,5,5,3,3,3,4,5,5,4,3,5,3,5,5,5,3,3,3,4,4,1,1
"2070",1584,4,2,2,4,4,4,3,4,2,2,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,1,1,4,1,2,21,2,4,4,4,2,5,3,2,1,2,30,1,12,1,1,3,43,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,2,2,4,3,0,0
"1987",230976,4,3,4,4,3,4,4,3,3,4,2,3,3,3,3,2,3,4,4,3,4,4,4,4,4,2,2,3,4,0,0,4,5,2,42,2,4,3,4,2,3,4,4,3,4,33,2,17,4,1,2,28,4,4,3,4,4,4,3,4,4,3,3,4,4,3,3,4,3,3,4,3,3,4,3,3,3,5,4,0,1
"1245",1946,5,3,3,5,3,3,5,5,1,5,3,3,3,3,3,1,1,5,5,1,3,3,1,3,3,3,3,3,5,1,1,5,2,3,16,1,1,3,3,2,5,1,3,1,3,10,2,1,3,6,3,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0
"2748",231271,4,2,2,4,2,4,4,3,2,4,4,2,2,4,2,4,3,4,4,2,5,4,3,4,4,1,2,3,4,1,1,3,3,1,18,1,5,5,2,2,3,5,4,5,3,20,2,16,1,1,3,23,3,3,4,3,3,3,3,4,4,4,4,5,4,4,5,5,4,4,4,4,4,5,4,3,4,4,4,0,0
"1225",8518,5,2,3,4,4,4,3,3,4,4,3,3,3,3,2,2,2,5,5,3,5,5,4,5,4,3,3,3,3,0,0,4,3,3,17,2,5,4,3,1,4,4,4,5,4,60,2,14,1,5,3,10,3,4,3,3,3,3,3,3,3,3,4,4,5,4,4,4,5,5,5,4,4,5,5,3,3,3,4,0,0
"660",1610,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,3,4,3,3,3,3,3,4,4,3,4,3,3,3,2,1,4,4,5,11,3,4,3,4,2,3,4,4,4,3,13,1,15,5,1,1,9,4,4,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,3,0,0
"409",22590,4,2,4,4,4,4,4,4,3,2,5,1,3,4,4,3,4,4,3,4,4,3,3,4,4,3,3,3,5,1,1,3,7,5,28,3,4,3,4,3,5,4,4,3,3,220,1,15,6,2,4,39,4,4,4,4,5,4,5,4,3,4,3,4,3,3,4,3,4,4,4,4,4,4,4,3,5,5,4,0,0
"2100",227659,4,2,1,2,4,1,2,2,1,2,5,2,1,1,1,1,4,2,5,2,5,4,1,4,2,1,1,1,4,0,0,4,2,2,22,1,5,5,4,3,4,5,4,5,3,80,1,19,1,1,2,50,5,4,4,5,4,5,5,5,5,5,4,5,4,5,4,5,5,4,4,5,4,4,4,2,5,3,4,1,1
"1908",3218,4,3,3,4,3,4,4,3,3,3,4,3,3,4,4,3,3,4,4,4,4,4,3,4,4,3,3,3,4,1,1,4,11,2,20,1,5,4,4,1,4,4,4,3,4,10,2,15,6,1,1,5,3,3,4,4,4,3,4,4,3,4,3,3,4,4,3,4,4,4,3,3,4,4,4,3,4,3,3,0,0
"1210",14066,4,3,3,4,4,4,4,4,3,4,2,2,4,4,3,2,3,5,4,4,4,5,4,4,3,3,4,4,4,0,0,4,4,3,18,3,4,3,3,1,3,3,4,3,5,25,2,17,5,1,3,10,4,4,4,5,4,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,0,0
"839",474931,4,3,4,3,3,4,4,4,3,3,4,4,2,3,3,4,4,4,4,3,5,3,5,4,4,2,2,3,4,1,1,4,1,4,18,3,3,3,3,3,5,3,3,3,3,100,1,15,1,1,4,1,4,4,3,3,3,4,3,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,0,1
"2343",227301,3,3,2,4,1,1,1,5,1,5,1,4,1,1,1,1,1,3,5,1,4,2,1,4,1,1,1,1,5,1,1,4,4,2,20,3,5,4,3,2,2,4,5,2,4,30,2,14,1,5,4,40,3,3,3,4,3,3,3,3,3,4,3,2,4,3,3,3,3,4,4,3,4,4,4,5,2,3,2,0,1
"1688",22387,4,2,3,4,4,4,4,5,4,2,2,4,3,2,4,4,4,4,4,2,4,4,4,4,4,3,2,4,4,1,1,4,3,2,35,3,4,5,4,2,4,3,3,3,4,3,1,13,1,1,1,24,5,4,4,4,5,4,4,3,3,4,4,3,5,5,5,4,3,5,4,4,4,5,4,4,5,4,3,0,0
"551",17773,5,2,2,5,5,2,3,3,1,4,5,2,2,2,5,4,4,5,5,2,5,5,3,5,5,1,2,2,3,1,1,5,4,5,40,1,5,2,3,3,4,5,4,4,5,180,2,1,1,2,4,10,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,0,0
"2651",12379,2,3,2,1,5,1,4,2,1,3,2,5,4,3,1,2,4,2,4,2,2,3,3,3,2,4,3,4,4,2,1,3,2,2,7,3,2,4,1,2,1,4,3,2,5,4,2,11,1,2,1,28,3,3,4,2,3,5,3,2,4,3,3,5,5,3,2,5,4,2,3,4,4,2,3,4,1,2,4,0,0
"2080",229530,5,2,3,4,5,4,4,5,2,3,2,3,1,3,3,4,3,4,5,4,5,5,4,5,4,2,5,5,5,1,1,5,5,2,22,3,4,3,4,3,5,3,3,2,1,200,1,18,6,1,4,35,5,4,5,4,5,5,5,4,5,4,3,3,3,5,4,4,5,5,4,3,4,4,5,5,5,5,5,0,1
"1526",23541,4,3,4,4,4,5,4,4,3,4,4,5,4,3,3,5,5,3,4,3,4,4,4,5,5,5,5,4,4,1,1,4,4,3,25,4,3,5,4,2,3,4,5,4,4,260,2,1,1,1,1,18,5,5,4,3,4,3,4,3,5,5,4,3,5,4,3,4,3,3,4,5,5,4,4,4,3,5,4,0,0
"1928",9848,4,4,3,3,3,4,4,4,2,4,1,3,2,2,3,1,2,4,4,3,4,4,3,4,3,3,3,3,4,0,0,4,2,2,12,3,3,4,4,1,4,3,5,3,5,70,1,15,1,1,3,40,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"932",422426,3,3,4,4,3,4,4,4,3,5,4,3,2,3,3,4,3,4,4,3,4,3,4,4,4,4,4,2,3,1,1,3,3,4,19,2,5,5,3,2,3,4,5,4,4,65,2,15,1,4,1,3,3,4,3,2,3,3,3,3,4,3,4,2,2,2,4,3,4,4,2,3,3,2,3,2,3,3,3,0,1
