"","RESPID","Q 1","Q 2","Q 3","Q 4","Q 5","Q 6","Q 7","Q 8","Q 9","Q 10","Q 11","Q 12","Q 13","Q 14","Q 15","Q 16","Q 17","Q 18","Q 19","Q 20","Q 21","Q 22","Q 23","Q 24","Q 25","Q 26","Q 27","Q 28","Q 29","Q 30","Q 31","Q 32","Q 33","Q 34","Q 35","Q 36","Q 37","Q 38","Q 39","Q 40","Q 41","Q 42","Q 43","Q 44","Q 45","Q 46","Q 47","Q 48","Q 49","Q 50","Q 51","Q 52","Q 53","Q 54","Q 55","Q 56","Q 57","Q 58","Q 59","Q 60","Q 61","Q 62","Q 63","Q 64","Q 65","Q 66","Q 67","Q 68","Q 69","Q 70","Q 71","Q 72","Q 73","Q 74","Q 75","Q 76","Q 77","Q 78","Q 79","Q 80","Q 81"
"585",224114,3,5,4,3,3,3,3,4,4,3,3,4,2,2,4,3,3,4,4,3,3,2,3,3,4,2,3,3,3,1,1,5,3,5,8,3,3,3,3,2,5,2,3,2,3,16,2,15,6,5,4,28,2,4,3,4,2,3,3,1,4,4,3,4,4,3,3,5,3,3,3,3,3,4,3,4,3,3,4,1,1
"163",240239,4,2,4,3,2,4,4,4,4,4,2,3,3,3,3,3,2,4,4,2,4,4,2,4,3,3,3,3,4,1,1,4,5,6,25,1,4,4,4,2,2,3,4,3,4,20,2,19,1,2,3,14,4,2,3,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,0,1
"348",482892,5,3,3,4,4,5,3,3,2,4,2,2,3,3,4,3,3,4,5,3,4,4,3,5,4,4,5,5,4,2,1,4,11,5,18,3,5,4,3,3,1,4,5,3,5,100,2,16,1,1,4,8,4,3,3,3,3,3,4,3,4,3,3,2,3,4,4,3,4,3,3,4,4,4,4,4,2,5,5,0,1
"84",225590,4,2,4,4,4,4,4,3,5,5,2,1,3,3,3,2,2,4,4,2,4,4,2,5,3,4,2,3,4,1,1,4,3,6,45,1,5,3,5,2,4,3,5,3,5,40,2,14,5,1,1,48,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,0,1
"1679",19832,4,3,3,4,4,4,4,3,3,3,1,2,3,3,3,3,3,4,4,2,4,4,3,4,4,3,3,3,4,1,1,4,4,2,20,3,3,3,3,3,4,3,2,4,3,25,1,15,1,1,4,9,3,4,4,3,4,5,5,5,5,5,3,4,4,5,5,4,4,4,4,4,5,4,5,4,3,4,4,1,0
"2004",229782,4,2,3,4,4,4,4,3,3,2,2,2,3,4,3,3,3,4,4,2,4,4,4,4,4,3,2,3,4,1,1,4,3,2,26,1,5,5,5,3,3,4,5,4,4,30,2,19,1,1,3,47,3,3,3,4,3,4,3,3,4,5,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,1,1
"2539",8401,5,3,1,5,3,3,3,4,1,3,3,4,3,3,4,2,3,3,3,3,3,3,4,4,3,1,3,1,4,1,1,4,3,2,18,1,3,3,3,3,4,3,3,3,3,67,1,17,1,1,3,18,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,2,0,0
"1466",475849,3,3,3,3,3,3,3,4,3,3,4,4,5,4,4,3,3,4,2,3,4,3,4,2,4,3,4,4,4,1,1,5,6,3,22,4,4,3,5,3,3,4,3,4,4,22,1,1,5,4,1,48,3,3,4,2,4,4,3,3,4,4,5,3,4,3,3,3,3,4,5,2,3,4,4,4,4,4,4,0,1
"439",2422,4,3,4,4,4,4,4,3,4,3,4,2,4,4,4,3,3,4,4,3,5,4,4,4,4,3,2,3,4,1,1,3,2,5,20,1,3,3,3,3,4,2,2,3,2,100,2,17,1,2,3,35,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0
"1924",950,3,3,3,4,3,4,4,2,4,4,2,3,2,3,2,3,2,4,4,3,5,4,3,4,3,2,3,3,4,1,1,5,3,2,18,1,4,4,4,2,3,3,4,3,4,15,2,16,1,1,1,54,5,3,3,4,3,4,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,0,0
"488",233482,4,3,5,4,4,5,5,3,5,4,5,2,4,4,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,0,0,4,3,5,21,4,4,4,4,4,4,3,4,3,4,30,1,11,1,1,2,50,5,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,5,1,1
"1433",16005,5,4,3,4,4,5,4,4,2,3,3,3,2,3,4,3,3,3,4,3,5,4,4,4,3,3,4,4,4,1,1,4,1,3,17,3,3,2,4,2,4,4,4,3,3,30,2,1,2,2,2,10,4,3,3,4,4,4,3,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,0,0
"2245",422468,3,4,3,4,2,4,2,4,3,4,4,4,3,3,4,3,2,3,4,4,3,4,3,4,5,2,4,4,4,1,1,4,3,2,30,3,3,3,3,2,2,3,3,3,3,10,1,10,5,1,4,10,4,3,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,2,3,4,3,0,1
"891",228103,4,3,2,4,3,4,3,4,2,2,4,3,2,2,4,3,3,3,3,3,3,4,4,3,3,2,3,4,4,1,1,4,3,4,23,2,3,4,4,3,4,3,3,2,3,20,1,12,1,5,4,52,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,4,4,4,3,3,4,3,3,0,0
"1883",2748,3,3,3,5,3,3,4,3,2,3,2,3,3,3,3,1,2,4,4,2,5,5,2,4,3,3,4,3,5,1,1,4,3,2,20,1,5,4,3,3,5,4,4,4,2,30,2,17,1,5,4,51,2,5,4,5,4,5,5,4,5,3,5,2,3,4,3,2,4,3,4,4,4,3,4,3,4,4,4,1,0
"1292",2502,4,4,2,4,3,4,4,4,3,2,2,3,3,3,3,3,3,4,4,2,4,4,4,4,4,3,4,3,4,1,1,4,3,3,20,2,4,2,3,3,4,3,3,2,3,30,1,19,1,2,4,50,4,3,4,3,3,4,3,3,4,3,3,4,3,4,3,4,3,4,4,3,4,3,4,3,3,3,4,0,0
"246",20784,4,2,3,4,4,4,3,4,2,4,3,3,4,3,3,3,3,4,4,3,4,4,3,5,4,2,3,3,4,1,1,5,3,6,25,3,5,5,4,1,4,3,4,3,5,45,2,16,1,1,2,5,5,4,5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,2,4,5,4,4,4,4,1,0
"2078",234566,5,3,1,4,2,4,1,5,1,5,5,3,3,3,5,4,3,4,4,2,4,3,2,3,3,1,1,1,5,1,1,4,4,2,16,1,5,5,4,2,2,5,3,5,3,35,1,13,1,1,1,16,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,5,5,5,5,5,5,4,5,5,4,5,1,1
"1027",475364,4,2,3,4,2,5,5,3,2,3,3,2,5,5,4,4,3,4,5,4,4,4,4,4,4,3,4,4,4,0,0,4,11,3,22,1,3,4,4,1,3,3,4,3,4,25,2,16,1,4,3,54,3,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,3,4,0,1
"10",231122,2,5,3,2,1,3,5,4,3,4,1,3,1,4,3,2,3,5,5,4,5,4,5,4,5,4,4,4,5,2,1,5,5,8,15,4,3,5,5,2,5,5,5,2,2,20,1,15,1,1,1,11,4,2,4,4,4,4,5,3,3,5,5,3,4,3,4,5,2,3,2,2,1,4,4,4,5,5,3,1,0
"295",2633,5,4,4,5,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,5,5,4,4,4,2,1,5,6,6,18,4,4,5,4,3,4,4,5,4,4,30,1,16,1,1,2,21,5,4,4,5,5,5,4,5,4,4,4,2,4,4,4,5,5,4,5,5,5,4,4,5,5,4,4,1,0
"1498",7036,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,3,5,4,4,5,4,5,4,5,0,0,5,2,3,25,3,1,1,4,1,3,5,3,2,4,30,1,1,5,1,1,5,3,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,4,5,4,4,4,5,4,5,5,5,1,0
"712",17484,3,2,4,3,5,4,4,5,4,3,3,3,3,3,4,3,4,5,5,2,4,4,4,5,4,4,4,3,4,1,1,4,3,4,20,2,3,5,4,1,3,4,2,3,4,5,2,12,1,1,1,27,4,3,4,4,3,4,5,4,4,3,3,4,4,4,5,5,5,4,3,4,4,4,5,4,5,4,4,1,0
"2052",6000,5,2,2,4,4,4,4,3,1,3,4,2,1,2,4,4,3,4,4,4,4,4,3,4,3,1,3,2,4,2,1,4,5,2,32,1,5,4,4,3,4,2,4,2,4,92,1,13,1,5,4,39,5,4,5,4,4,4,5,2,4,3,5,2,2,4,3,4,4,5,4,5,3,4,4,2,4,4,3,1,0
"587",236271,4,2,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,5,5,4,5,2,4,4,3,3,2,4,4,1,1,5,4,5,28,2,5,5,4,2,3,4,4,4,5,56,2,17,6,1,1,9,3,3,4,4,4,2,4,4,3,4,3,4,3,5,4,4,3,3,4,4,4,3,4,2,4,3,3,1,1
"617",4247,4,4,4,3,4,5,5,4,4,4,5,5,5,5,5,4,5,4,5,5,4,5,4,4,4,4,5,5,5,1,1,5,6,5,24,3,5,4,4,3,5,5,5,4,4,30,2,16,1,1,1,31,4,4,5,4,4,5,4,4,4,4,5,4,5,5,4,5,4,4,5,5,5,4,5,5,5,4,4,0,0
"1536",1116,4,2,5,4,2,4,1,2,3,4,1,3,4,3,2,2,1,4,3,1,4,4,4,5,3,4,2,4,4,1,1,5,2,3,15,1,5,5,4,2,3,4,5,4,5,20,2,15,1,1,2,3,4,3,4,4,4,3,5,5,3,4,4,5,4,5,3,5,5,4,5,4,4,5,4,4,4,4,3,0,0
"1956",224979,2,4,2,2,3,3,3,4,2,4,4,3,2,2,3,2,3,4,4,3,4,4,2,4,3,2,3,1,2,1,1,4,2,2,20,2,5,4,3,2,4,3,4,3,3,30,1,1,1,5,4,24,4,3,3,3,3,3,2,2,4,2,2,2,2,2,2,3,2,4,4,2,4,3,4,2,2,4,2,0,0
"110",17485,5,1,5,5,5,5,5,3,4,3,5,1,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,5,4,1,1,4,3,6,17,2,4,5,4,3,4,2,5,2,3,40,1,16,1,1,2,28,3,5,5,5,5,4,4,5,4,5,3,5,5,4,4,5,5,5,5,5,5,5,5,3,3,5,5,0,0
"1779",473471,4,3,3,3,5,4,4,4,4,5,4,3,1,2,4,1,1,5,5,3,5,4,5,5,5,1,2,2,4,0,0,4,1,2,16,2,3,5,4,1,5,2,2,3,4,26,1,1,6,7,1,40,3,3,4,4,4,5,5,4,4,4,3,5,5,5,4,1,4,3,4,3,4,4,4,3,4,4,3,0,1
"1364",239173,4,2,2,4,3,4,5,4,3,3,5,2,2,1,3,4,2,4,5,4,4,5,5,4,4,3,2,4,4,1,1,4,4,3,20,2,5,3,4,3,5,4,4,3,3,20,2,12,1,6,3,41,1,4,3,2,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,5,4,4,4,3,4,3,0,1
"325",421094,1,3,2,1,1,1,1,1,1,1,3,3,3,3,1,3,1,3,2,1,3,1,3,3,2,3,1,1,3,1,1,5,8,6,25,4,3,3,2,3,3,3,4,4,4,100,1,18,1,1,3,6,3,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,3,0,0
"131",223470,4,3,4,5,4,4,4,3,3,3,3,2,4,4,4,4,3,5,5,4,5,4,3,5,4,3,4,3,4,1,1,4,11,6,21,1,5,4,5,2,3,4,4,4,4,3,2,17,1,1,3,8,1,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,4,4,4,2,3,4,4,0,0
"400",1777,5,5,2,5,5,5,5,3,4,4,3,2,4,3,5,4,4,5,5,4,4,4,5,5,4,3,5,5,4,1,1,4,4,5,22,3,4,2,4,2,4,3,4,3,3,60,1,11,5,1,3,28,4,4,4,5,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0
"359",225358,4,2,5,4,5,4,5,4,4,3,4,3,5,4,4,4,4,4,5,3,5,3,3,4,5,4,3,4,4,1,1,5,5,5,25,3,5,5,3,4,2,3,4,3,4,20,1,15,6,1,2,8,2,3,3,3,4,4,5,5,5,4,2,5,3,5,4,5,5,4,5,4,4,5,5,4,4,4,4,1,1
"1651",2559,4,3,4,4,5,5,4,4,3,4,3,3,3,4,4,5,5,5,5,4,5,5,4,4,5,3,4,5,4,1,1,5,3,2,16,4,3,4,5,4,5,3,3,2,4,30,1,11,5,2,1,24,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,2,4,4,4,4,4,3,4,3,3,3,5,1,0
"2231",232082,3,3,3,5,4,5,4,3,3,3,5,2,2,3,4,3,3,4,4,4,5,5,3,5,3,3,3,4,4,1,1,5,3,2,20,3,4,4,4,3,4,4,4,4,4,30,1,15,1,1,3,3,5,3,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,0,1
"1664",2588,4,2,4,4,4,4,4,4,4,2,4,3,3,3,4,4,4,4,4,3,4,4,4,2,4,2,3,3,4,1,1,4,7,2,28,4,3,3,4,4,5,2,2,1,3,25,1,19,1,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
"2279",472363,4,3,3,4,4,3,3,4,1,4,4,3,3,2,3,1,2,3,4,2,4,4,2,4,3,2,2,2,4,1,1,1,3,2,22,1,5,4,4,1,3,3,4,2,4,20,1,13,1,1,4,4,2,3,4,4,3,4,3,4,4,3,3,3,3,4,5,3,4,3,4,4,4,4,4,4,3,4,3,0,1
"406",17459,3,3,3,4,3,4,4,3,4,4,3,2,3,4,4,3,4,5,4,3,4,4,4,4,4,4,3,4,4,0,0,4,2,5,25,2,4,3,4,2,3,4,4,2,4,30,1,18,1,2,4,10,5,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,4,3,4,4,3,4,4,5,0,0
"2613",17568,1,3,2,2,3,1,4,4,1,3,1,4,4,1,1,4,1,1,1,1,1,3,1,3,3,1,3,2,4,0,0,4,4,2,20,1,2,3,1,1,4,3,1,1,4,90,1,11,1,1,3,23,5,5,4,4,4,4,4,4,4,5,4,4,5,3,4,4,4,4,5,4,4,4,4,5,5,5,5,0,0
"2067",487850,2,3,4,3,3,5,4,3,4,4,3,5,3,3,3,2,3,4,4,3,3,4,4,4,4,2,3,3,4,0,0,4,4,2,30,3,3,3,3,1,3,4,3,2,3,90,1,1,6,7,2,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1900",4923,4,3,3,4,3,4,3,3,2,4,2,2,3,3,4,2,2,4,4,4,4,4,3,5,4,2,3,4,4,0,0,4,3,2,24,1,5,4,4,2,5,3,5,3,4,10,2,14,1,5,3,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,4,5,3,5,5,3,1,0
"2664",14196,4,3,3,3,4,3,3,4,3,4,2,3,4,4,3,4,4,3,4,3,5,4,3,3,3,3,3,3,3,0,0,4,4,2,40,1,4,4,4,2,3,3,4,3,4,80,2,19,1,1,3,10,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,0,0
"1718",226293,3,2,3,4,4,4,4,4,3,2,4,2,2,4,3,2,3,4,4,2,5,4,1,5,3,2,4,1,4,1,1,4,4,2,18,1,3,5,3,1,4,3,3,4,3,30,2,15,1,7,2,14,4,3,3,4,5,5,5,5,5,5,3,4,5,4,5,3,4,4,5,4,4,5,4,4,2,5,5,1,1
"938",19824,5,4,4,4,4,5,5,5,5,3,4,4,5,5,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,1,1,5,4,4,20,3,4,4,4,2,3,4,4,4,5,30,2,17,1,1,1,40,4,4,4,4,4,5,4,4,3,4,4,3,4,4,4,4,5,4,3,4,4,5,4,4,5,5,5,1,0
"950",13824,4,4,4,5,4,5,5,4,5,4,4,4,5,5,4,5,5,5,5,5,4,5,4,5,5,4,5,5,4,1,1,4,4,4,20,4,4,4,4,2,4,4,4,4,4,15,2,12,1,4,1,54,5,5,5,5,5,4,4,5,4,4,4,5,5,4,4,4,5,5,4,4,4,4,5,5,4,4,4,0,0
"1214",6500,4,3,2,3,3,5,4,3,3,3,2,2,3,4,3,3,3,5,4,3,5,4,4,4,4,4,4,4,5,1,1,4,4,3,25,2,4,5,5,2,4,4,4,4,4,80,2,1,5,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0
"784",485702,4,2,3,4,3,4,4,4,2,4,2,4,2,2,4,2,2,4,4,2,4,4,2,4,3,2,2,3,4,1,1,4,4,4,23,1,5,3,3,1,3,3,5,3,3,30,2,19,1,1,3,18,4,3,3,3,4,3,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,3,3,2,4,3,3,0,0
"1580",474492,4,2,3,4,4,5,4,3,2,4,2,2,2,2,3,2,2,3,4,3,4,4,4,4,4,2,3,3,4,1,1,2,2,2,20,4,5,4,4,2,4,2,4,1,3,80,1,11,1,5,4,4,2,3,3,3,3,3,3,4,4,3,3,3,4,4,3,4,4,4,4,3,4,3,4,3,3,4,5,1,1
"2233",233068,5,2,3,5,3,4,2,3,2,3,5,2,2,2,3,4,4,4,5,3,5,4,4,4,4,2,4,5,3,1,1,4,4,2,24,1,5,5,4,3,1,5,5,5,5,20,2,12,1,1,3,11,4,3,4,4,4,4,4,4,4,5,2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,1,1
"357",421500,5,3,4,5,5,5,4,5,4,5,3,1,5,5,5,4,4,5,5,5,3,4,5,5,4,4,3,5,4,0,0,4,7,5,18,1,5,5,5,3,5,3,5,2,5,275,1,14,1,1,2,3,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,0,1
"2514",479317,1,2,1,4,4,2,2,5,1,1,5,3,3,4,5,5,5,4,5,4,3,5,3,3,5,2,2,5,2,1,1,4,3,2,22,3,3,1,3,4,4,2,5,2,3,20,1,14,3,1,3,42,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0,0
"576",23465,4,5,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,5,5,4,3,4,4,0,0,4,2,5,18,4,4,3,5,2,5,3,4,2,3,120,1,1,1,5,4,23,4,4,3,4,4,3,4,4,4,4,5,5,4,3,4,5,4,3,4,4,4,5,4,3,4,4,4,0,1
"1322",236315,4,3,4,5,3,5,4,5,3,3,4,4,3,3,4,4,3,4,5,2,4,4,5,4,3,3,2,4,4,1,1,4,2,3,17,3,5,5,3,2,4,3,3,2,3,40,1,16,1,6,4,50,4,4,5,4,4,4,4,5,4,3,4,4,3,4,3,4,4,4,4,5,5,5,4,4,5,4,4,1,1
"2694",472590,3,2,3,4,3,3,4,4,4,4,2,2,3,2,3,3,2,4,3,3,4,4,3,4,4,2,2,2,4,0,0,4,1,1,10,1,3,3,3,1,2,2,2,3,3,5,2,1,6,4,1,54,4,4,4,3,5,4,4,4,4,5,3,5,5,4,4,4,4,4,4,3,4,3,5,4,4,4,4,0,1
"2553",483287,5,5,4,4,5,4,4,4,4,5,5,5,4,4,5,5,5,5,4,4,4,4,4,5,5,4,5,4,4,1,1,5,4,2,22,3,3,1,5,3,5,5,5,4,5,150,1,15,5,1,3,34,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,5,5,1,1
"44",228711,4,2,2,4,4,3,3,4,2,4,4,2,2,2,4,3,3,4,4,3,4,4,3,4,3,3,3,2,4,1,1,4,4,7,24,1,4,4,3,3,3,4,4,3,3,22,1,13,1,1,4,3,2,3,4,4,2,3,2,4,4,4,2,4,4,3,4,3,4,4,4,4,4,4,4,5,3,4,4,0,1
"2482",471692,4,3,2,4,3,4,3,4,1,4,4,3,2,2,4,3,3,3,4,3,4,4,2,3,2,1,2,2,4,2,1,3,1,2,11,4,3,3,3,2,3,3,4,2,3,50,1,18,1,1,4,85,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,2,4,3,3,4,4,4,4,2,3,3,3,0,0
"2250",227293,3,5,2,4,3,4,4,4,4,4,3,3,3,3,2,4,3,5,4,3,5,4,4,5,4,2,4,4,5,1,1,5,3,2,20,1,5,5,3,2,4,3,5,3,4,40,2,15,1,1,4,3,3,3,3,4,3,2,3,3,5,4,4,4,4,2,3,1,4,2,3,4,4,3,4,5,3,4,3,1,1
"2587",230735,3,4,3,2,2,3,3,4,2,4,2,2,2,2,2,4,3,4,4,2,4,3,3,4,3,3,2,3,2,1,1,4,3,2,26,2,5,3,4,2,4,1,4,1,1,20,2,15,1,1,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,3,0,1
"714",4633,5,1,4,3,4,4,3,3,4,3,3,2,4,4,5,4,2,4,5,3,4,4,2,5,5,3,4,4,5,1,1,5,4,4,14,3,3,5,5,2,4,2,5,2,4,45,1,17,1,1,2,21,2,5,4,3,5,5,5,5,4,5,3,4,4,5,5,3,4,3,5,4,4,5,5,3,4,5,4,1,0
"92",227241,2,2,4,5,4,4,3,3,3,4,2,1,4,4,4,2,3,4,5,2,5,4,1,5,4,3,2,2,4,1,1,2,4,6,21,1,4,4,4,2,1,4,4,4,4,30,2,15,3,1,2,11,1,3,3,3,4,4,3,4,3,4,2,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,1,1
"1629",422510,2,1,3,5,5,5,5,4,3,4,4,1,4,3,4,3,2,5,4,2,5,4,2,5,3,4,3,4,4,1,1,4,5,2,22,2,4,5,3,2,2,3,4,5,3,40,2,19,1,1,4,9,4,2,4,3,4,5,5,5,3,3,2,5,5,5,4,5,5,4,4,5,5,4,4,5,3,4,3,1,1
"1085",5479,4,2,3,4,4,4,4,4,3,4,2,3,3,3,3,4,4,5,5,4,5,4,4,5,4,4,4,4,2,0,0,4,6,3,15,1,4,3,4,2,4,4,3,4,4,16,2,19,1,1,2,41,2,3,4,3,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,5,0,0
"2616",13381,3,3,4,3,4,5,5,4,3,4,4,4,4,4,3,5,4,4,3,4,4,3,4,5,4,3,5,4,4,1,1,5,6,2,5,3,4,3,4,1,4,3,5,4,3,2,2,15,1,3,1,30,4,4,3,4,4,4,4,3,4,4,4,4,4,5,5,5,5,4,3,4,5,4,4,5,4,5,5,0,0
"1497",2144,3,3,3,4,2,4,5,5,2,4,5,3,2,4,4,4,4,4,5,4,5,5,5,5,5,3,5,3,2,1,1,4,2,3,21,5,1,1,3,2,5,1,2,1,3,45,1,1,5,6,3,10,5,4,4,4,5,5,5,3,4,5,5,3,4,3,4,5,4,5,4,4,3,4,3,2,5,5,5,0,0
"2223",486381,3,3,2,3,1,3,3,5,1,3,5,4,1,2,2,3,4,4,4,3,3,4,2,3,3,1,2,2,4,1,1,4,2,2,22,3,4,4,4,3,3,4,4,3,4,45,1,18,1,2,4,5,4,3,3,3,3,4,4,3,4,3,4,3,4,3,3,3,3,3,4,4,3,4,3,3,4,4,3,0,1
"1459",233935,5,5,5,3,2,4,5,5,2,5,4,3,4,3,3,3,3,5,4,4,5,4,5,5,5,5,4,4,4,0,0,5,2,3,20,3,5,5,3,2,5,5,5,5,5,40,1,11,1,6,1,3,5,3,4,4,5,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,4,3,4,1,1
"39",21898,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,5,5,5,5,4,4,5,4,4,4,4,5,0,0,4,3,7,40,1,5,2,5,3,4,4,4,4,4,90,2,13,1,1,1,23,4,4,3,3,4,3,3,4,4,3,5,4,4,5,4,4,4,3,4,4,3,4,5,4,4,3,4,0,0
"482",19295,4,2,2,4,4,4,3,4,2,4,2,2,2,3,4,2,3,4,4,2,4,3,4,4,4,4,2,2,4,1,1,5,3,5,17,3,2,3,4,2,2,4,4,4,4,20,2,1,3,2,2,1,5,4,3,4,3,3,3,5,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,2,0,0
"2582",223277,4,2,3,4,4,4,3,4,3,3,3,2,3,3,5,3,3,3,4,3,3,4,5,4,3,3,4,5,1,1,1,5,2,2,16,4,4,4,3,3,5,3,3,1,1,75,1,15,1,5,4,24,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,4,4,3,1,1
"292",230998,5,5,5,5,4,4,5,4,4,4,5,4,3,4,4,3,4,4,4,3,4,5,2,5,4,3,4,3,5,1,1,5,4,6,21,1,5,5,5,3,5,1,1,1,5,25,1,18,1,1,2,35,3,4,3,3,5,5,5,5,5,3,5,2,5,3,5,3,5,5,5,5,5,5,5,5,5,5,4,1,0
"1312",420949,5,3,4,4,4,4,4,5,3,4,3,3,4,4,3,3,5,5,5,3,4,5,4,5,4,3,3,3,4,0,0,5,2,3,50,1,3,3,5,2,3,5,4,4,5,30,2,1,5,2,1,45,4,4,4,5,5,4,5,4,5,4,4,4,4,4,5,5,3,3,4,4,5,5,5,3,5,5,5,1,1
"184",226724,5,2,5,5,4,5,5,4,3,4,3,2,5,5,5,4,4,5,5,3,5,5,5,5,4,5,5,5,5,1,1,4,4,6,21,1,4,4,5,3,5,3,3,3,3,86,1,16,1,2,4,84,3,5,5,5,5,5,5,5,4,5,5,3,2,5,5,2,5,5,5,5,3,5,4,3,4,5,5,1,1
"87",476607,4,3,4,4,4,4,3,3,3,3,3,2,3,3,4,3,3,4,4,3,4,4,4,3,4,3,4,3,4,1,1,4,4,6,21,3,2,1,3,3,5,1,1,1,1,100,1,12,1,2,3,41,4,3,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,0,1
"1134",2821,2,2,3,4,4,4,4,3,2,4,2,2,3,3,3,3,3,4,4,2,4,4,3,4,4,3,2,2,4,4,1,5,3,3,21,2,4,4,4,3,5,4,3,4,3,30,1,17,1,2,2,23,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1940",21625,4,3,3,3,3,4,4,4,3,3,4,3,3,4,3,3,3,4,4,3,4,3,4,4,3,3,3,3,3,1,1,4,4,2,15,1,5,2,3,1,4,3,4,1,1,110,2,18,1,1,2,10,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,0,0
"61",225685,5,2,4,5,5,5,5,4,4,5,5,2,5,5,5,4,5,5,5,5,5,5,4,5,5,4,2,3,5,2,1,4,9,6,30,1,5,3,5,3,4,5,5,5,5,50,2,18,1,1,3,43,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,3,5,5,5,1,1
"1650",3172,4,1,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,5,5,4,5,5,4,4,3,3,4,3,5,1,1,4,3,2,20,1,4,1,4,2,4,4,4,3,3,10,2,12,1,1,1,45,2,3,3,4,4,3,4,4,3,2,3,5,4,4,4,3,4,4,4,4,4,4,4,2,3,4,5,0,0
